x 383.17987060546875
y 2.199160099029541
speed 0.0
throttle 0.0
brake 0.0
time 52:57.570792
speed 0.0
throttle 0.0
brake 0.0
time 52:57.710104
x 383.17987060546875
y 2.199160099029541
speed 0.0
throttle 0.0
brake 0.0
time 52:57.799976
x 383.17987060546875
y 2.1991612911224365
speed 1.7634122014045717
throttle 0.0
brake 0.0
time 52:57.920236
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 3.5259427070617675
throttle 0.0
brake 0.0
time 52:58.031214
speed 5.2875926971435545
throttle 0.0
brake 0.0
time 52:58.164196
x 383.17987060546875
y 2.1991612911224365
speed 6.095310974121094
throttle 0.0
brake 0.0
time 52:58.306670
x 383.17987060546875
y 2.1991612911224365
speed 3.298714113235474
throttle 0.0
brake 0.0
time 52:58.388516
x 383.17987060546875
y 2.1991612911224365
speed 1.486057412624359
throttle 0.0
brake 0.0
time 52:58.531599
x 383.17987060546875
y 2.1991612911224365
speed 0.3929736614227295
throttle 0.0
brake 0.0
time 52:58.643513
x 383.17987060546875
y 2.1991612911224365
speed 0.19806531071662903
throttle 0.0
brake 0.0
time 52:58.743752
x 383.17987060546875
y 2.1991612911224365
speed 0.46206334233283997
throttle 0.0
brake 0.0
time 52:58.850906
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 0.5294046521186829
throttle 0.0
brake 0.0
time 52:58.976559
speed 0.4908641517162323
throttle 0.0
brake 0.0
time 52:59.066570
x 383.17987060546875
y 2.1991612911224365
speed 0.4054447263479233
throttle 0.0
brake 0.0
time 52:59.195539
x 383.17987060546875
y 2.1991612911224365
speed 0.30852329134941103
throttle 0.0
brake 0.0
time 52:59.346676
x 383.17987060546875
y 2.1991612911224365
speed 0.21906594783067704
throttle 0.0
brake 0.0
time 52:59.414762
x 383.17987060546875
y 2.1991612911224365
speed 0.14539093673229217
throttle 0.0
brake 0.0
time 52:59.522241
x 383.17987060546875
y 2.1991612911224365
speed 0.08945596218109131
throttle 0.0
brake 0.0
time 52:59.637229
x 383.17987060546875
y 2.1991612911224365
speed 0.0498247180134058
throttle 0.0
brake 0.0
time 52:59.750562
x 383.17987060546875
y 2.1991612911224365
speed 0.02357808407396078
throttle 0.0
brake 0.0
time 52:59.859753
x 383.17987060546875
y 2.1991612911224365
speed 0.00746856490150094
throttle 0.0
brake 0.0
time 52:59.987601
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 0.0014668425894342363
throttle 0.0
brake 0.0
time 53:00.102284
x 383.17987060546875
y 2.1991612911224365
speed 0.0056645676959306
throttle 0.0
brake 0.0
time 53:00.209187
speed 0.0
throttle 0.0
brake 0.0
time 53:00.339789
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:00.432512
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:00.566138
speed 0.0
throttle 0.0
brake 0.0
time 53:00.691778
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:00.819745
speed 0.0
throttle 0.0
brake 0.0
time 53:00.906327
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:01.035996
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:01.164157
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:01.291493
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 0.0
throttle 0.0
brake 0.0
time 53:01.441832
speed 0.0
throttle 0.0
brake 0.0
time 53:01.572344
x 383.17987060546875
y 2.1991612911224365
speed 0.030651620775461196
throttle 0.75
brake 0.0
time 53:01.709143
x 383.17987060546875
y 2.1991612911224365
speed 0.013106427434831858
throttle 0.75
brake 0.0
time 53:01.839016
x 383.17987060546875
y 2.1991612911224365
x 383.17987060546875
y 2.1991612911224365
speed 0.0026960075134411453
throttle 0.75
brake 0.0
time 53:01.977111
speed 0.002788551896810532
throttle 0.75
brake 0.0
time 53:02.128504
x 383.17987060546875
y 2.1991612911224365
speed 0.005110537307336927
throttle 0.75
brake 0.0
time 53:02.262213
x 383.17987060546875
y 2.1991612911224365
speed 0.005561794247478247
throttle 0.75
brake 0.0
time 53:02.398023
x 383.17987060546875
y 2.1991612911224365
speed 0.005029389169067144
throttle 0.75
brake 0.0
time 53:02.532537
x 383.17987060546875
y 2.1991612911224365
speed 0.0040866446681320666
throttle 0.75
brake 0.0
time 53:02.679687
x 383.17987060546875
y 2.1991612911224365
speed 0.0013615971081890165
throttle 0.75
brake 0.0
time 53:02.818537
x 383.17987060546875
y 2.1991612911224365
speed 0.00171989758964628
throttle 0.75
brake 0.0
time 53:02.916757
x 383.17987060546875
y 2.1991612911224365
speed 0.0016668973490595819
